rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
4.0,3.0,229,-23.6154539,-46.6867468,2860070,2,37.27746585528927,0
3.0,1.0,132,-23.5711787,-46.6495215,1156850,5,100.0,1
2.0,1.0,49,-23.5545699,-46.5871025,412638,3,74.0,1
4.0,4.0,200,-23.5727314,-46.6510368,2193090,4,21.711715020149995,0
2.0,2.0,80,-23.540555,-46.684183,933471,2,38.0,1
3.0,2.0,75,-23.586154,-46.6266528,647132,4,150.00286021994216,0
1.0,1.0,45,-23.5638436,-46.6452406,466112,1,137.8045297789611,0
2.0,1.0,60,-23.5670489,-46.6446454,621483,1,34.0,1
2.0,1.0,77,-23.542447,-46.686608,544077,3,32.0,1
3.0,2.0,200,-23.5783913,-46.6727862,2303190,2,108.0,1
3.0,2.0,100,-23.5853669,-46.6441412,844839,4,96.0,1
3.0,1.0,155,-23.5667287,-46.6793693,2529250,1,82.15715438433745,0
2.0,1.0,47,-23.5432247,-46.6947167,370066,4,65.54919416449941,0
4.0,2.0,234,-23.5684731,-46.6655672,3352980,1,97.0,1
4.0,5.0,250,-23.6028339,-46.6436721,2990540,5,228.37443581171902,0
2.0,1.0,70,-23.5526205,-46.6977851,944682,3,329.41636702223445,0
1.0,1.0,47,-23.5996725,-46.6692759,854327,2,353.3389084737186,0
4.0,3.0,170,-23.5631809,-46.680127,2448270,3,342.64013055576737,0
2.0,1.0,63,-23.6076997,-46.629237,530231,2,34.0,1
1.0,1.0,65,-23.5946411,-46.6716812,815898,5,237.51364100512373,0
3.0,1.0,57,-23.6404864,-46.6526494,441058,1,72.86883974515568,0
3.0,2.0,230,-23.5904157,-46.6710056,3919550,4,146.30608689325157,0
1.0,1.0,64,-23.5910282,-46.649307,829661,4,63.49378384854592,0
2.0,1.0,75,-23.4955834,-46.625849,500067,3,121.0,1
3.0,2.0,78,-23.6469395,-46.6681446,712639,5,16.0,1
2.0,1.0,90,-23.5940667,-46.6762065,954315,3,2.0,1
3.0,2.0,112,-23.5696429,-46.584559,845236,1,13.387879799775565,0
3.0,2.0,123,-23.6128635,-46.7066115,839671,4,25.20401257770081,0
4.0,2.0,170,-23.6008864,-46.6696398,1911480,5,72.92002560510409,0
3.0,3.0,126,-23.53278,-46.705321,1182060,4,25.0,1
4.0,3.0,229,-23.5945369,-46.6675793,3184810,4,3.0,1
1.0,1.0,40,-23.5540928,-46.6501995,561729,1,45.0,1
3.0,1.0,90,-23.619989,-46.6838765,809686,3,47.0,1
2.0,1.0,65,-23.5623567,-46.6307887,412801,5,41.0,1
3.0,2.0,177,-23.5237382,-46.6953238,1413090,4,88.98477283562495,0
3.0,2.0,200,-23.5392392,-46.6566542,2030870,1,144.0,1
2.0,1.0,90,-23.536169,-46.655516,851372,1,30.734660888582486,0
2.0,2.0,64,-23.63394,-46.7340148,466206,4,84.0,1
2.0,1.0,78,-23.5728614,-46.6486249,897910,3,309.0,1
3.0,2.0,170,-23.5716023,-46.6352902,1354630,4,93.0,1
3.0,2.0,77,-23.6246294,-46.7387574,686126,4,99.281216630339,0
3.0,3.0,185,-23.5870273,-46.6727988,3212050,4,114.01847899189458,0
2.0,1.0,100,-23.5582994,-46.6897769,1086720,5,253.0569892742307,0
3.0,2.0,73,-23.6243354,-46.7290294,522054,4,143.0,1
3.0,2.0,120,-23.532896,-46.659249,1110010,5,211.0,1
3.0,1.0,105,-23.5798256,-46.6713437,1233280,5,18.394006202949072,0
4.0,3.0,174,-23.5336439,-46.6821326,1960200,4,25.0,1
3.0,3.0,200,-23.636288,-46.7141,1779470,3,217.16705799394165,0
2.0,3.0,140,-23.5401269,-46.6795084,1409730,4,105.0,1
3.0,2.0,116,-23.6266263,-46.7297429,1038320,1,64.59391169500351,0
2.0,1.0,58,-23.527763,-46.6632711,625561,2,178.0,1
3.0,1.0,130,-23.572588,-46.64191,1162710,5,176.6464592222197,0
3.0,2.0,170,-23.5917528,-46.7183519,1554910,1,245.65025910803442,0
4.0,4.0,270,-23.5684521,-46.6538051,3393910,5,348.08287143691706,0
2.0,2.0,65,-23.5725619,-46.652338,788476,3,49.0,1
4.0,5.0,457,-23.6277802,-46.7306912,2734390,5,316.8495576197794,0
2.0,1.0,60,-23.5010189,-46.6386535,443128,2,15.0,1
2.0,2.0,66,-23.5816933,-46.6345218,794796,1,75.29069498734687,0
3.0,2.0,167,-23.5333734,-46.668047,2521510,4,162.16953659857867,0
3.0,2.0,150,-23.5345941,-46.6941244,1859570,5,309.99609552022184,0
2.0,2.0,64,-23.6222761,-46.6306095,580236,2,11.604678247320667,0
1.0,1.0,30,-23.6070132,-46.6553993,426270,2,30.0,1
3.0,1.0,240,-23.557421,-46.6662968,3520830,5,170.05589914636388,0
4.0,2.0,190,-23.5625129,-46.6478076,1684700,2,208.01844479306212,0
1.0,1.0,28,-23.560198,-46.6218485,359566,3,117.0,1
4.0,3.0,211,-23.5459735,-46.6609683,2244760,5,40.0,1
4.0,4.0,234,-23.6232947,-46.6755802,2777030,3,196.85118519384906,0
3.0,3.0,187,-23.6063222,-46.6611454,2315970,3,96.0,1
3.0,1.0,129,-23.5637221,-46.6806726,1609350,2,83.75870053736855,0
2.0,2.0,138,-23.6311642,-46.6681986,1269150,1,18.0,1
2.0,1.0,57,-23.5365695,-46.7188533,603011,2,126.28612039535375,0
2.0,1.0,63,-23.6126087,-46.6311423,584351,2,3.0,1
3.0,1.0,110,-23.5781475,-46.6488317,1068340,5,20.0,1
2.0,2.0,84,-23.6001767,-46.6116023,678651,3,28.0,1
1.0,1.0,46,-23.6021405,-46.6735832,560110,4,3.0,1
3.0,1.0,95,-23.5990509,-46.7310417,559183,5,27.0,1
4.0,4.0,313,-23.6199906,-46.7372573,3730410,2,45.42240976771025,0
2.0,1.0,62,-23.5434751,-46.6947198,577009,3,49.0,1
3.0,4.0,287,-23.5467382,-46.6929256,2503600,2,215.0,1
2.0,2.0,72,-23.555836,-46.648829,1078630,4,271.331148820761,0
3.0,2.0,136,-23.5480596,-46.6571153,1460700,5,230.0,1
4.0,4.0,223,-23.6132675,-46.7396467,1631540,2,5.0,1
3.0,1.0,285,-23.5501005,-46.6468496,1711180,3,4.0,1
3.0,1.0,140,-23.5670444,-46.6573742,1383050,4,53.0,1
3.0,1.0,96,-23.6124041,-46.6441521,873663,2,6.0,1
4.0,3.0,181,-23.6256943,-46.7183279,2157200,3,231.73826103177578,0
1.0,1.0,91,-23.5851858,-46.6741552,1181790,1,200.0,1
2.0,1.0,77,-23.5630322,-46.6877982,960620,4,118.39597666693777,0
2.0,3.0,167,-23.5560781,-46.6763965,1652590,4,45.0,1
3.0,2.0,97,-23.5603761,-46.5982171,616679,1,88.0,1
2.0,2.0,59,-23.5328458,-46.6826331,688500,2,78.0,1
3.0,2.0,74,-23.4997082,-46.6389224,456919,3,29.0,1
4.0,3.0,198,-23.6332678,-46.700377,1495520,3,44.0,1
3.0,4.0,269,-23.5956199,-46.6311484,2355650,4,118.0,1
1.0,1.0,57,-23.537638,-46.652686,548276,3,4.0,1
3.0,2.0,131,-23.6210799,-46.674054,1406020,3,147.63779639725573,0
3.0,3.0,125,-23.582563,-46.735766,997376,2,86.0,1
3.0,2.0,220,-23.6041513,-46.6657919,2379180,4,60.91976623858004,0
3.0,1.0,90,-23.5550735,-46.6579607,665310,5,61.0,1
3.0,3.0,240,-23.5985493,-46.7253398,1701460,1,261.0024506970533,0
4.0,5.0,359,-23.5566697,-46.6950875,3898420,4,18.45932952245407,0
4.0,3.0,178,-23.5419449,-46.6721565,2368610,3,326.7166540446263,0
3.0,4.0,146,-23.53386,-46.68001,1480650,3,59.593847392154565,0
1.0,1.0,30,-23.5374952,-46.6697437,411065,3,27.807142317869964,0
2.0,2.0,110,-23.5912208,-46.6711938,1786180,1,157.0,1
3.0,2.0,150,-23.5406518,-46.6589005,1286020,3,128.2051657856711,0
3.0,1.0,113,-23.5656837,-46.686986,1208840,1,116.0,1
3.0,3.0,140,-23.6337172,-46.7319807,839177,1,6.186750864619959,0
4.0,3.0,160,-23.634433,-46.731842,1235670,2,9.792930723877609,0
2.0,1.0,52,-23.6212587,-46.6171303,445252,2,164.9101257403116,0
2.0,1.0,60,-23.4991682,-46.6206397,400054,3,41.0,1
4.0,3.0,130,-23.5359064,-46.686168,1345610,1,69.34933014944963,0
2.0,1.0,52,-23.5252904,-46.6032356,281304,1,11.42766263378952,0
3.0,3.0,191,-23.5380994,-46.6818737,2144860,2,8.380450801721855,0
3.0,2.0,149,-23.608218,-46.6578798,1665910,4,220.99464058142476,0
4.0,2.0,118,-23.6271762,-46.6439829,1424820,1,5.0,1
3.0,2.0,110,-23.5787342,-46.6509001,1142410,3,55.16801377824645,0
2.0,1.0,60,-23.558018,-46.5963527,338986,5,163.62880996806703,0
3.0,2.0,105,-23.5903177,-46.6716908,1121760,3,263.0,1
3.0,2.0,141,-23.6143191,-46.6884839,1984830,5,91.25472961875087,0
4.0,5.0,393,-23.6232947,-46.6755802,4663990,1,262.0,1
3.0,4.0,275,-23.5280148,-46.6922897,2177640,1,62.39694017762165,0
4.0,3.0,163,-23.4929491,-46.6344284,1452310,2,5.0,1
2.0,1.0,53,-23.5309259,-46.6835885,649084,1,44.0,1
2.0,1.0,93,-23.551919,-46.649332,692332,2,233.92052782118316,0
2.0,1.0,76,-23.5977808,-46.6814783,688043,1,65.0,1
3.0,2.0,84,-23.5789152,-46.6216791,709612,5,111.0,1
2.0,1.0,53,-23.6357179,-46.7392557,400100,1,44.90780510395669,0
2.0,2.0,134,-23.5767992,-46.6056694,1293740,5,219.0,1
3.0,3.0,246,-23.5225054,-46.7233819,2503760,3,11.0,1
3.0,3.0,355,-23.6139926,-46.7308909,1504030,4,48.18481617755801,0
3.0,1.0,118,-23.5390179,-46.6594656,1217760,5,102.30957135465617,0
4.0,3.0,182,-23.5605137,-46.6615352,3417320,2,54.26138153748728,0
3.0,2.0,110,-23.6290096,-46.6463138,863399,2,25.0,1
4.0,3.0,244,-23.5320362,-46.7321823,2005810,3,223.0,1
2.0,2.0,63,-23.5247118,-46.7093093,568498,3,31.353715488503887,0
3.0,1.0,85,-23.5965767,-46.6295763,568926,3,97.0,1
3.0,3.0,202,-23.6287936,-46.6354554,2017980,3,269.3184826018101,0
3.0,4.0,181,-23.5343784,-46.6713461,2059670,5,184.53615521824432,0
1.0,2.0,110,-23.5803953,-46.6821546,1540280,1,147.64425358437305,0
3.0,1.0,70,-23.6194625,-46.7315866,616747,5,28.837658021877136,0
3.0,1.0,75,-23.5313069,-46.7296441,670972,1,86.0,1
3.0,2.0,83,-23.6282945,-46.7396052,807263,3,73.71192489560723,0
3.0,1.0,108,-23.5428637,-46.6569997,1210290,3,280.0,1
2.0,2.0,100,-23.588123,-46.629682,1054710,5,188.3650020692732,0
3.0,2.0,140,-23.5320275,-46.7260051,1506110,1,37.380804297011395,0
2.0,1.0,97,-23.5811568,-46.6873835,2292050,4,126.30891993754439,0
2.0,1.0,62,-23.6219206,-46.6368874,505524,5,23.0,1
3.0,1.0,109,-23.538734,-46.703882,806196,1,81.0,1
3.0,3.0,216,-23.5913345,-46.6676083,3680960,2,193.90263824203237,0
3.0,3.0,164,-23.5245159,-46.6978002,1480840,2,148.0,1
2.0,1.0,60,-23.5865043,-46.6418807,645188,4,166.5729252121805,0
4.0,4.0,319,-23.5916985,-46.6341065,3909090,5,100.76580022177566,0
2.0,1.0,63,-23.587045,-46.632911,689574,3,256.2561304813951,0
3.0,4.0,242,-23.5994328,-46.6632152,3463100,1,11.624683376422741,0
4.0,2.0,103,-23.609999,-46.613381,1085970,1,335.1915729754826,0
3.0,1.0,110,-23.532728,-46.7171241,746974,3,65.0,1
3.0,2.0,220,-23.5467699,-46.6603637,2193710,2,4.106746136597987,0
4.0,2.0,167,-23.6001182,-46.6728215,1631680,5,238.53010494429904,0
3.0,1.0,87,-23.5908351,-46.7213442,530706,3,222.35009690429956,0
3.0,1.0,135,-23.580249,-46.640187,1246210,3,142.5947598856534,0
2.0,1.0,65,-23.63434,-46.695153,487336,4,232.12201947090782,0
3.0,2.0,88,-23.5739513,-46.6053806,843123,3,95.19349759590956,0
2.0,2.0,112,-23.6050163,-46.6597926,1117970,1,163.0944234192497,0
3.0,2.0,120,-23.6120606,-46.6231405,1275680,1,353.7043833013511,0
3.0,1.0,70,-23.5980672,-46.6326752,614095,4,83.28525973807798,0
2.0,1.0,104,-23.5387263,-46.6534027,1165460,5,78.94420846436188,0
4.0,4.0,341,-23.5602579,-46.6737416,3306050,4,205.01114295799027,0
2.0,1.0,87,-23.6116757,-46.6616369,839223,2,120.0,1
1.0,1.0,31,-23.5961104,-46.6726114,685516,1,134.87286369699166,0
3.0,1.0,80,-23.5719123,-46.6355958,875650,2,128.86924457235418,0
1.0,1.0,40,-23.5977752,-46.6378395,351053,2,65.0,1
4.0,4.0,221,-23.4998036,-46.6396656,2134560,3,72.0,1
2.0,2.0,84,-23.538179,-46.682138,1017250,5,189.11550271448544,0
3.0,3.0,241,-23.6059005,-46.6656885,2568840,5,136.4284376759297,0
2.0,1.0,102,-23.5343013,-46.6666849,948733,3,241.27120228677924,0
3.0,2.0,80,-23.5614963,-46.5780998,514671,2,2.6961996928570464,0
3.0,3.0,235,-23.6102772,-46.7065684,2179390,2,65.6032442057948,0
4.0,3.0,125,-23.6004646,-46.6401987,1507800,2,12.320932124212272,0
4.0,7.0,400,-23.5606583,-46.667094,3943970,4,328.1636595028244,0
2.0,1.0,61,-23.5223388,-46.7105512,511587,5,150.0,1
3.0,4.0,700,-23.6248078,-46.7355782,4054950,5,292.0,1
3.0,1.0,118,-23.5650293,-46.6857325,1184910,3,61.0,1
3.0,2.0,130,-23.6130023,-46.7063556,1004380,3,48.0,1
2.0,2.0,51,-23.6215778,-46.6850453,636090,2,135.33212807553775,0
3.0,2.0,139,-23.6151197,-46.6856933,1819830,1,60.9038133111716,0
3.0,2.0,115,-23.5580985,-46.6643247,1263070,1,53.0,1
4.0,1.0,244,-23.53214,-46.703271,1943920,5,234.0,1
3.0,1.0,110,-23.6132107,-46.6814173,958946,1,22.0,1
3.0,2.0,92,-23.5420791,-46.6968895,1039380,1,264.0,1
4.0,6.0,300,-23.5920107,-46.6471441,2696680,4,204.06656006359557,0
2.0,1.0,57,-23.5748032,-46.6140622,297708,3,107.0,1
4.0,3.0,280,-23.5996256,-46.7291769,1827500,3,5.0,1
2.0,1.0,94,-23.5434451,-46.6836912,927014,3,51.40465531181444,0
3.0,3.0,172,-23.6209808,-46.6855781,1962650,5,216.61531930978109,0
3.0,3.0,228,-23.5426076,-46.6710785,1981920,5,129.551934414765,0
4.0,4.0,250,-23.578254,-46.58954,1883220,4,215.47823574345173,0
3.0,1.0,148,-23.5594977,-46.6825085,1452160,4,8.0,1
3.0,3.0,150,-23.5614147,-46.6811806,1961220,2,164.67858885434822,0
1.0,3.0,90,-23.5910282,-46.649307,1166710,3,320.1950752412463,0
2.0,2.0,69,-23.5286414,-46.6844167,662942,4,1.0,1
2.0,1.0,65,-23.6406935,-46.6633116,424600,4,40.0,1
3.0,1.0,186,-23.5466753,-46.6546128,2101410,3,273.95958554327746,0
1.0,1.0,48,-23.5512897,-46.6538025,486287,1,50.38041748714289,0
2.0,2.0,44,-23.6088424,-46.7253142,524402,2,13.0,1
4.0,2.0,127,-23.6389946,-46.6318214,1099050,3,213.23042965466152,0
4.0,5.0,233,-23.6366667,-46.73,1787150,1,105.0,1
2.0,2.0,65,-23.6011079,-46.7161175,798013,5,15.734632601765771,0
1.0,1.0,47,-23.6237252,-46.6763204,654054,1,79.55408266257733,0
3.0,2.0,76,-23.540783,-46.7151159,786992,3,103.92044307150228,0
4.0,3.0,243,-23.552762,-46.6804592,1771160,2,63.11690383182544,0
2.0,2.0,69,-23.6195342,-46.7348561,314924,5,241.18794894169187,0
4.0,2.0,180,-23.5510128,-46.6988662,2106010,5,91.53831622303424,0
2.0,2.0,112,-23.5544336,-46.6864731,1555880,5,43.954955731693246,0
2.0,1.0,58,-23.6104407,-46.6345374,534208,5,60.0,1
3.0,1.0,120,-23.5737131,-46.6595518,1016350,3,164.0,1
4.0,2.0,140,-23.5996256,-46.7291769,913748,1,96.0,1
3.0,1.0,100,-23.5651306,-46.6516415,1035810,4,265.494102023894,0
2.0,1.0,45,-23.5671109,-46.5872818,300987,4,37.0,1
3.0,2.0,133,-23.5675083,-46.6230417,1556530,4,180.39520737419068,0
2.0,1.0,79,-23.5741616,-46.639419,875180,3,165.3913184595853,0
3.0,2.0,126,-23.536558,-46.655327,1365150,2,80.23153893316245,0
2.0,2.0,62,-23.5626582,-46.6966509,810636,3,115.0,1
4.0,6.0,400,-23.6089249,-46.6633588,4301000,1,208.78591948580348,0
3.0,2.0,85,-23.538259,-46.6669164,616936,5,106.0,1
2.0,1.0,67,-23.5898427,-46.6342861,496485,2,70.22440431289834,0
2.0,1.0,80,-23.5348065,-46.6717744,705005,2,15.0,1
4.0,3.0,182,-23.5360305,-46.661922,1913400,2,56.668982240467585,0
3.0,3.0,125,-23.5840133,-46.645578,1458510,3,147.0686083200133,0
2.0,1.0,80,-23.6255725,-46.6338697,712830,4,262.6056496909005,0
4.0,2.0,101,-23.5984331,-46.6341096,1339040,3,329.9269744260887,0
4.0,3.0,220,-23.5609624,-46.6670475,2786090,5,241.2617561148753,0
3.0,1.0,154,-23.5532076,-46.6620136,1359840,1,2.0,1
3.0,1.0,116,-23.5717729,-46.6546978,1417400,5,235.75709536885327,0
2.0,1.0,140,-23.613345,-46.6823407,1554490,4,168.0,1
3.0,1.0,110,-23.578927,-46.6856223,1095460,3,233.0,1
3.0,2.0,266,-23.5612173,-46.6525543,2343860,2,199.3157514243718,0
3.0,1.0,140,-23.5649327,-46.6613882,1934760,4,319.73465162649626,0
4.0,2.0,261,-23.5596493,-46.6477368,2073220,5,122.0,1
2.0,1.0,70,-23.529099,-46.6891151,516917,4,18.0,1
2.0,1.0,113,-23.5641687,-46.6802719,1409740,1,79.4541871074322,0
3.0,1.0,98,-23.6031749,-46.6732326,904414,3,151.0,1
3.0,1.0,172,-23.5486391,-46.6599117,1927500,2,198.08662520037774,0
1.0,1.0,66,-23.6203415,-46.6702645,936695,5,283.78029766116435,0
3.0,2.0,175,-23.5813381,-46.6857127,2434420,5,18.910110771985927,0
3.0,1.0,190,-23.5538572,-46.6604249,1723460,3,318.7854015610042,0
4.0,4.0,315,-23.6330678,-46.7061112,3402480,4,50.398790112289824,0
1.0,1.0,60,-23.5772661,-46.6505307,611918,4,14.0,1
2.0,1.0,80,-23.5536407,-46.6946086,773956,1,47.0,1
3.0,1.0,67,-23.5288458,-46.6537832,785044,1,76.0,1
3.0,1.0,170,-23.5369982,-46.6551403,1580370,5,23.0,1
4.0,4.0,291,-23.6347054,-46.7146293,2888350,5,216.62433143230868,0
2.0,1.0,65,-23.552525,-46.650614,775189,3,203.25775503701587,0
3.0,1.0,70,-23.6059274,-46.6289869,673730,4,53.20328228564372,0
4.0,5.0,262,-23.6000314,-46.6716161,3365530,4,167.77466916894733,0
2.0,2.0,209,-23.5544336,-46.6864731,2903390,5,243.0,1
